wl [nm]	refractive_index 	+/- error 
1706.0	   1.3179340846	   0.0005000000
1708.0	   1.3178860846	   0.0005000000
1710.0	   1.3178380846	   0.0005000000
1712.0	   1.3177900846	   0.0005000000
1714.0	   1.3177420846	   0.0005000000
1716.0	   1.3176940846	   0.0005000000
1718.0	   1.3176450846	   0.0005000000
1720.0	   1.3175960846	   0.0005000000
1722.0	   1.3175470846	   0.0005000000
1724.0	   1.3174970846	   0.0005000000
1726.0	   1.3174480846	   0.0005000000
1728.0	   1.3173980846	   0.0005000000
1730.0	   1.3173480846	   0.0005000000
1732.0	   1.3172970846	   0.0005000000
1734.0	   1.3172460846	   0.0005000000
1736.0	   1.3171950846	   0.0005000000
1738.0	   1.3171440846	   0.0005000000
1740.0	   1.3170930846	   0.0005000000
1742.0	   1.3170410846	   0.0005000000
1744.0	   1.3169890846	   0.0005000000
1746.0	   1.3169370846	   0.0005000000
1748.0	   1.3168850846	   0.0005000000
1750.0	   1.3168320846	   0.0005000000
1752.0	   1.3167800846	   0.0005000000
1754.0	   1.3167280846	   0.0005000000
1756.0	   1.3166750846	   0.0005000000
1758.0	   1.3166200846	   0.0005000000
1760.0	   1.3165670846	   0.0005000000
1762.0	   1.3165130846	   0.0005000000
1764.0	   1.3164590846	   0.0005000000
1766.0	   1.3164050846	   0.0005000000
1768.0	   1.3163510846	   0.0005000000
1770.0	   1.3162970846	   0.0005000000
1772.0	   1.3162440846	   0.0005000000
1774.0	   1.3161890846	   0.0005000000
1776.0	   1.3161330846	   0.0005000000
1778.0	   1.3160770846	   0.0005000000
1780.0	   1.3160230846	   0.0005000000
1782.0	   1.3159660846	   0.0005000000
1784.0	   1.3159100846	   0.0005000000
1786.0	   1.3158530846	   0.0005000000
1788.0	   1.3157960846	   0.0005000000
1790.0	   1.3157380846	   0.0005000000
1792.0	   1.3156800846	   0.0005000000
1794.0	   1.3156210846	   0.0005000000
1796.0	   1.3155620846	   0.0005000000
1798.0	   1.3155020846	   0.0005000000
1800.0	   1.3154410846	   0.0005000000
1802.0	   1.3153800846	   0.0005000000
1804.0	   1.3153190846	   0.0005000000
1806.0	   1.3152580846	   0.0005000000
1808.0	   1.3151950846	   0.0005000000
1810.0	   1.3151330846	   0.0005000000
1812.0	   1.3150690846	   0.0005000000
1814.0	   1.3150080846	   0.0005000000
1816.0	   1.3149410846	   0.0005000000
1818.0	   1.3148970846	   0.0005000000
1820.0	   1.3148540846	   0.0005000000
1822.0	   1.3147990846	   0.0005000000
1824.0	   1.3147400846	   0.0005000000
1826.0	   1.3146710846	   0.0005000000
1828.0	   1.3146060846	   0.0005000000
1830.0	   1.3145320846	   0.0005000000
1832.0	   1.3144390846	   0.0005000000
1834.0	   1.3143460846	   0.0005000000
1836.0	   1.3142640846	   0.0005000000
1838.0	   1.3141880846	   0.0005000000
1840.0	   1.3141190846	   0.0005000000
1842.0	   1.3140530846	   0.0005000000
1844.0	   1.3139750846	   0.0005000000
1846.0	   1.3138890846	   0.0005000000
1848.0	   1.3137860846	   0.0005000000
1850.0	   1.3136730846	   0.0005000000
1852.0	   1.3135630846	   0.0005000000
1854.0	   1.3134810846	   0.0005000000
1856.0	   1.3134100846	   0.0005000000
1858.0	   1.3133270846	   0.0005000000
1860.0	   1.3132430846	   0.0005000000
1862.0	   1.3131640846	   0.0005000000
1864.0	   1.3130790846	   0.0005000000
1866.0	   1.3129890846	   0.0005000000
1868.0	   1.3128850846	   0.0005000000
1870.0	   1.3127690846	   0.0005000000
1872.0	   1.3126540846	   0.0005000000
1874.0	   1.3125390846	   0.0005000000
1876.0	   1.3124300846	   0.0005000000
1878.0	   1.3123250846	   0.0005000000
1880.0	   1.3122230846	   0.0005000000
1882.0	   1.3121250846	   0.0005000000
1884.0	   1.3120260846	   0.0005000000
1886.0	   1.3119290846	   0.0005000000
1888.0	   1.3118470846	   0.0005000000
1890.0	   1.3117750846	   0.0005000000
1892.0	   1.3117090846	   0.0005000000
1894.0	   1.3116520846	   0.0005000000
1896.0	   1.3116080846	   0.0005000000
1898.0	   1.3115700846	   0.0005000000
1900.0	   1.3115500846	   0.0005000000
1902.0	   1.3115460846	   0.0005000000
1904.0	   1.3115520846	   0.0005000000
1906.0	   1.3115650846	   0.0005000000
1908.0	   1.3115780846	   0.0005000000
1910.0	   1.3115810846	   0.0005000000
1912.0	   1.3115900846	   0.0005000000
1914.0	   1.3116110846	   0.0005000000
1916.0	   1.3116300846	   0.0005000000
1918.0	   1.3116420846	   0.0005000000
1920.0	   1.3116450846	   0.0005000000
1922.0	   1.3116400846	   0.0005000000
1924.0	   1.3116410846	   0.0005000000
1926.0	   1.3116420846	   0.0005000000
1928.0	   1.3116350846	   0.0005000000
1930.0	   1.3116230846	   0.0005000000
1932.0	   1.3116180846	   0.0005000000
1934.0	   1.3116190846	   0.0005000000
1936.0	   1.3116260846	   0.0005000000
1938.0	   1.3116350846	   0.0005000000
1940.0	   1.3116370846	   0.0005000000
1942.0	   1.3116340846	   0.0005000000
1944.0	   1.3116250846	   0.0005000000
1946.0	   1.3116090846	   0.0005000000
1948.0	   1.3115940846	   0.0005000000
1950.0	   1.3115770846	   0.0005000000
1952.0	   1.3115590846	   0.0005000000
1954.0	   1.3115300846	   0.0005000000
1956.0	   1.3114890846	   0.0005000000
1958.0	   1.3114420846	   0.0005000000
1960.0	   1.3113940846	   0.0005000000
1962.0	   1.3113550846	   0.0005000000
1964.0	   1.3113160846	   0.0005000000
1966.0	   1.3112760846	   0.0005000000
1968.0	   1.3112290846	   0.0005000000
1970.0	   1.3111780846	   0.0005000000
1972.0	   1.3111310846	   0.0005000000
1974.0	   1.3110800846	   0.0005000000
1976.0	   1.3110230846	   0.0005000000
1978.0	   1.3109620846	   0.0005000000
1980.0	   1.3109020846	   0.0005000000
1982.0	   1.3108380846	   0.0005000000
1984.0	   1.3107730846	   0.0005000000
1986.0	   1.3107090846	   0.0005000000
1988.0	   1.3106450846	   0.0005000000
1990.0	   1.3105740846	   0.0005000000
1992.0	   1.3104980846	   0.0005000000
1994.0	   1.3104270846	   0.0005000000
1996.0	   1.3103590846	   0.0005000000
1998.0	   1.3102880846	   0.0005000000
2000.0	   1.3102150846	   0.0005000000
2002.0	   1.3101400846	   0.0005000000
2004.0	   1.3100570846	   0.0005000000
2006.0	   1.3099710846	   0.0005000000
2008.0	   1.3098930846	   0.0005000000
2010.0	   1.3098180846	   0.0005000000
2012.0	   1.3097430846	   0.0005000000
2014.0	   1.3096610846	   0.0005000000
2016.0	   1.3095750846	   0.0005000000
2018.0	   1.3094870846	   0.0005000000
2020.0	   1.3094000846	   0.0005000000
2022.0	   1.3093140846	   0.0005000000
2024.0	   1.3092260846	   0.0005000000
2026.0	   1.3091410846	   0.0005000000
2028.0	   1.3090580846	   0.0005000000
2030.0	   1.3089710846	   0.0005000000
2032.0	   1.3088840846	   0.0005000000
2034.0	   1.3087970846	   0.0005000000
2036.0	   1.3087050846	   0.0005000000
2038.0	   1.3086100846	   0.0005000000
2040.0	   1.3085210846	   0.0005000000
2042.0	   1.3084330846	   0.0005000000
2044.0	   1.3083420846	   0.0005000000
2046.0	   1.3082500846	   0.0005000000
2048.0	   1.3081630846	   0.0005000000
2050.0	   1.3080770846	   0.0005000000
2052.0	   1.3079850846	   0.0005000000
2054.0	   1.3078900846	   0.0005000000
2056.0	   1.3077930846	   0.0005000000
2058.0	   1.3076900846	   0.0005000000
2060.0	   1.3075890846	   0.0005000000
2062.0	   1.3074900846	   0.0005000000
2064.0	   1.3073900846	   0.0005000000
2066.0	   1.3072910846	   0.0005000000
2068.0	   1.3072030846	   0.0005000000
2070.0	   1.3071230846	   0.0005000000
2072.0	   1.3070400846	   0.0005000000
2074.0	   1.3069590846	   0.0005000000
2076.0	   1.3068740846	   0.0005000000
2078.0	   1.3067760846	   0.0005000000
2080.0	   1.3066680846	   0.0005000000
2082.0	   1.3065620846	   0.0005000000
2084.0	   1.3064580846	   0.0005000000
2086.0	   1.3063530846	   0.0005000000
2088.0	   1.3062490846	   0.0005000000
2090.0	   1.3061540846	   0.0005000000
2092.0	   1.3060640846	   0.0005000000
2094.0	   1.3059730846	   0.0005000000
2096.0	   1.3058810846	   0.0005000000
2098.0	   1.3057870846	   0.0005000000
2100.0	   1.3056850846	   0.0005000000
2102.0	   1.3055810846	   0.0005000000
2104.0	   1.3054760846	   0.0005000000
2106.0	   1.3053700846	   0.0005000000
2108.0	   1.3052610846	   0.0005000000
2110.0	   1.3051490846	   0.0005000000
2112.0	   1.3050370846	   0.0005000000
2114.0	   1.3049270846	   0.0005000000
2116.0	   1.3048190846	   0.0005000000
2118.0	   1.3047110846	   0.0005000000
2120.0	   1.3046040846	   0.0005000000
2122.0	   1.3044950846	   0.0005000000
2124.0	   1.3043840846	   0.0005000000
2126.0	   1.3042730846	   0.0005000000
2128.0	   1.3041630846	   0.0005000000
2130.0	   1.3040520846	   0.0005000000
2132.0	   1.3039420846	   0.0005000000
2134.0	   1.3038330846	   0.0005000000
2136.0	   1.3037280846	   0.0005000000
2138.0	   1.3036220846	   0.0005000000
2140.0	   1.3035110846	   0.0005000000
2142.0	   1.3033950846	   0.0005000000
2144.0	   1.3032760846	   0.0005000000
2146.0	   1.3031560846	   0.0005000000
2148.0	   1.3030340846	   0.0005000000
2150.0	   1.3029110846	   0.0005000000
2152.0	   1.3027890846	   0.0005000000
2154.0	   1.3026700846	   0.0005000000
2156.0	   1.3025500846	   0.0005000000
2158.0	   1.3024320846	   0.0005000000
2160.0	   1.3023150846	   0.0005000000
2162.0	   1.3021980846	   0.0005000000
2164.0	   1.3020790846	   0.0005000000
2166.0	   1.3019560846	   0.0005000000
2168.0	   1.3018320846	   0.0005000000
2170.0	   1.3017090846	   0.0005000000
2172.0	   1.3015890846	   0.0005000000
2174.0	   1.3014660846	   0.0005000000
2176.0	   1.3013400846	   0.0005000000
2178.0	   1.3012110846	   0.0005000000
2180.0	   1.3010810846	   0.0005000000
2182.0	   1.3009510846	   0.0005000000
2184.0	   1.3008240846	   0.0005000000
2186.0	   1.3006960846	   0.0005000000
2188.0	   1.3005660846	   0.0005000000
2190.0	   1.3004350846	   0.0005000000
2192.0	   1.3003040846	   0.0005000000
2194.0	   1.3001780846	   0.0005000000
2196.0	   1.3000540846	   0.0005000000
2198.0	   1.2999260846	   0.0005000000
2200.0	   1.2997950846	   0.0005000000
2202.0	   1.2996680846	   0.0005000000
2204.0	   1.2995400846	   0.0005000000
2206.0	   1.2994070846	   0.0005000000
2208.0	   1.2992690846	   0.0005000000
2210.0	   1.2991300846	   0.0005000000
2212.0	   1.2989910846	   0.0005000000
2214.0	   1.2988510846	   0.0005000000
2216.0	   1.2987100846	   0.0005000000
2218.0	   1.2985720846	   0.0005000000
2220.0	   1.2984380846	   0.0005000000
2222.0	   1.2983050846	   0.0005000000
2224.0	   1.2981680846	   0.0005000000
2226.0	   1.2980280846	   0.0005000000
2228.0	   1.2978880846	   0.0005000000
2230.0	   1.2977470846	   0.0005000000
2232.0	   1.2976050846	   0.0005000000
2234.0	   1.2974590846	   0.0005000000
2236.0	   1.2973130846	   0.0005000000
2238.0	   1.2971660846	   0.0005000000
2240.0	   1.2970180846	   0.0005000000
2242.0	   1.2968700846	   0.0005000000
2244.0	   1.2967260846	   0.0005000000
2246.0	   1.2965810846	   0.0005000000
2248.0	   1.2964330846	   0.0005000000
2250.0	   1.2962800846	   0.0005000000
2252.0	   1.2961270846	   0.0005000000
2254.0	   1.2959720846	   0.0005000000
2256.0	   1.2958150846	   0.0005000000
2258.0	   1.2956600846	   0.0005000000
2260.0	   1.2955010846	   0.0005000000
2262.0	   1.2953420846	   0.0005000000
2264.0	   1.2951870846	   0.0005000000
2266.0	   1.2950340846	   0.0005000000
2268.0	   1.2948800846	   0.0005000000
2270.0	   1.2947230846	   0.0005000000
2272.0	   1.2945640846	   0.0005000000
2274.0	   1.2944040846	   0.0005000000
2276.0	   1.2942420846	   0.0005000000
2278.0	   1.2940770846	   0.0005000000
2280.0	   1.2939110846	   0.0005000000
2282.0	   1.2937420846	   0.0005000000
2284.0	   1.2935760846	   0.0005000000
2286.0	   1.2934120846	   0.0005000000
2288.0	   1.2932460846	   0.0005000000
2290.0	   1.2930760846	   0.0005000000
2292.0	   1.2929060846	   0.0005000000
2294.0	   1.2927380846	   0.0005000000
2296.0	   1.2925680846	   0.0005000000
2298.0	   1.2923930846	   0.0005000000
2300.0	   1.2922190846	   0.0005000000
2302.0	   1.2920450846	   0.0005000000
2304.0	   1.2918710846	   0.0005000000
2306.0	   1.2916950846	   0.0005000000
2308.0	   1.2915180846	   0.0005000000
2310.0	   1.2913380846	   0.0005000000
2312.0	   1.2911530846	   0.0005000000
2314.0	   1.2909660846	   0.0005000000
2316.0	   1.2907780846	   0.0005000000
2318.0	   1.2905930846	   0.0005000000
2320.0	   1.2904090846	   0.0005000000
2322.0	   1.2902240846	   0.0005000000
2324.0	   1.2900360846	   0.0005000000
2326.0	   1.2898470846	   0.0005000000
2328.0	   1.2896590846	   0.0005000000
2330.0	   1.2894670846	   0.0005000000
2332.0	   1.2892740846	   0.0005000000
2334.0	   1.2890820846	   0.0005000000
2336.0	   1.2888910846	   0.0005000000
2338.0	   1.2886960846	   0.0005000000
2340.0	   1.2885000846	   0.0005000000
2342.0	   1.2883020846	   0.0005000000
2344.0	   1.2881010846	   0.0005000000
2346.0	   1.2879000846	   0.0005000000
2348.0	   1.2876990846	   0.0005000000
2350.0	   1.2874950846	   0.0005000000
2352.0	   1.2872900846	   0.0005000000
2354.0	   1.2870850846	   0.0005000000
2356.0	   1.2868770846	   0.0005000000
2358.0	   1.2866690846	   0.0005000000
2360.0	   1.2864620846	   0.0005000000
2362.0	   1.2862530846	   0.0005000000
2364.0	   1.2860410846	   0.0005000000
2366.0	   1.2858280846	   0.0005000000
2368.0	   1.2856140846	   0.0005000000
2370.0	   1.2853990846	   0.0005000000
2372.0	   1.2851810846	   0.0005000000
2374.0	   1.2849600846	   0.0005000000
2376.0	   1.2847380846	   0.0005000000
2378.0	   1.2845140846	   0.0005000000
2380.0	   1.2842890846	   0.0005000000
2382.0	   1.2840610846	   0.0005000000
2384.0	   1.2838320846	   0.0005000000
2386.0	   1.2836050846	   0.0005000000
2388.0	   1.2833780846	   0.0005000000
2390.0	   1.2831490846	   0.0005000000
2392.0	   1.2829160846	   0.0005000000
2394.0	   1.2826810846	   0.0005000000
2396.0	   1.2824460846	   0.0005000000
2398.0	   1.2822080846	   0.0005000000
2400.0	   1.2819640846	   0.0005000000
2402.0	   1.2817190846	   0.0005000000
2404.0	   1.2814730846	   0.0005000000
2406.0	   1.2812270846	   0.0005000000
2408.0	   1.2809810846	   0.0005000000
2410.0	   1.2807320846	   0.0005000000
2412.0	   1.2804810846	   0.0005000000
2414.0	   1.2802300846	   0.0005000000
2416.0	   1.2799760846	   0.0005000000
2418.0	   1.2797180846	   0.0005000000
2420.0	   1.2794560846	   0.0005000000
2422.0	   1.2791910846	   0.0005000000
2424.0	   1.2789220846	   0.0005000000
2426.0	   1.2786520846	   0.0005000000
2428.0	   1.2783840846	   0.0005000000
2430.0	   1.2781170846	   0.0005000000
2432.0	   1.2778490846	   0.0005000000
2434.0	   1.2775800846	   0.0005000000
2436.0	   1.2773060846	   0.0005000000
2438.0	   1.2770270846	   0.0005000000
2440.0	   1.2767480846	   0.0005000000
2442.0	   1.2764690846	   0.0005000000
2444.0	   1.2761850846	   0.0005000000
2446.0	   1.2758990846	   0.0005000000
2448.0	   1.2756120846	   0.0005000000
2450.0	   1.2753230846	   0.0005000000
2452.0	   1.2750330846	   0.0005000000
2454.0	   1.2747380846	   0.0005000000
2456.0	   1.2744400846	   0.0005000000
2458.0	   1.2741390846	   0.0005000000
2460.0	   1.2738380846	   0.0005000000
2462.0	   1.2735350846	   0.0005000000
2464.0	   1.2732310846	   0.0005000000
2466.0	   1.2729230846	   0.0005000000
2468.0	   1.2726120846	   0.0005000000
2470.0	   1.2722990846	   0.0005000000
2472.0	   1.2719860846	   0.0005000000
2474.0	   1.2716720846	   0.0005000000
2476.0	   1.2713570846	   0.0005000000
2478.0	   1.2710350846	   0.0005000000
2480.0	   1.2707120846	   0.0005000000
2482.0	   1.2703900846	   0.0005000000
2484.0	   1.2700660846	   0.0005000000
2486.0	   1.2697410846	   0.0005000000
2488.0	   1.2694110846	   0.0005000000
2490.0	   1.2690740846	   0.0005000000
2492.0	   1.2687340846	   0.0005000000
2494.0	   1.2683950846	   0.0005000000
2496.0	   1.2680530846	   0.0005000000
2498.0	   1.2677130846	   0.0005000000
2500.0	   1.2673710846	   0.0005000000
